name,path
M19657 Plummer Wastewater System,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19657 Plummer Wastewater System
M19659 Priest Rapids Right Embankment Improvement,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19659 Priest Rapids Right Embankment Improvement
M19660 Midnite Mine 2019,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19660 Midnite Mine 2019
M19663 Kettle Falls Generating Station,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19663 Kettle Falls Generating Station
M19664 Halliday-Midway Extension,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19664 Halliday-Midway Extension
M19668 920 W Melinda Lane,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19668 920 W Melinda Lane
M19669 Miami Court,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19669 Miami Court
M19670 12 Inch Hedburg Boyd,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19670 12 Inch Hedburg Boyd
M19672 SCMEF - Slab Moisture,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19672 SCMEF - Slab Moisture
M19677 Valley Springs South,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19677 Valley Springs South
M19682 Windsong School,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19682 Windsong School
M19692 PCC Railroad Structures,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19692 PCC Railroad Structures
M19699 Highway 41 - Interstate,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19699 Highway 41 - Interstate
M19705 U-Haul Propane Pad,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19705 U-Haul Propane Pad
M19707 91 W Wyoming - Hayden,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19707 91 W Wyoming - Hayden
M19709 Grant County Shop Repair,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19709 Grant County Shop Repair
M19710 SE Spokane County Fair GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19710 SE Spokane County Fair GPR
M19714 701 N Chestnut,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19714 701 N Chestnut
M19715 3167 Pascal,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19715 3167 Pascal
M19719 Tipping Floor Restoration,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19719 Tipping Floor Restoration
M19724 Bidwell Park Phase 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19724 Bidwell Park Phase 2
M19725 Bidwell Park Phase 3,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19725 Bidwell Park Phase 3
M19726 Prairie View Aquatic Enhancements,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19726 Prairie View Aquatic Enhancements
M19727 Argonne Village Canopies,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19727 Argonne Village Canopies
M19731 Liberty Lake HMA Repair 2019,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19731 Liberty Lake HMA Repair 2019
M19732 City of Lewiston - WWTP 2020 Improvements,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19732 City of Lewiston - WWTP 2020 Improvements
M19733 Horn Rapids Concrete Testing,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19733 Horn Rapids Concrete Testing
M19734 Lower and Upper Barnaby,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19734 Lower and Upper Barnaby
M19737 Valley 4-Plex,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19737 Valley 4-Plex
M19741 1628 S Windsor Road,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19741 1628 S Windsor Road
M19742 Atlas Waterfront Park,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19742 Atlas Waterfront Park
M19745 Garfield and 12th - Floor Flatness Testing,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19745 Garfield and 12th - Floor Flatness Testing
M19746 Mullan Emergency Water Repair,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19746 Mullan Emergency Water Repair
M19752 24810 State Route 27,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19752 24810 State Route 27
M19753 El Katif Shriners Event Center Addition,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19753 El Katif Shriners Event Center Addition
M19756 Madson and Appleway,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19756 Madson and Appleway
M19757 - Brown's Park,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19757 - Brown's Park
M19758 Gonzaga Centennial Bridge,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19758 Gonzaga Centennial Bridge
M19760 Sefnco Parking Garage GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19760 Sefnco Parking Garage GPR
M19762 Woodland Meadows Phase II,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19762 Woodland Meadows Phase II
M19763 Century Farms,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19763 Century Farms
M19764 33rd and Bernard,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19764 33rd and Bernard
M19766 6221 S. Custer Street,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19766 6221 S. Custer Street
M19769 - Orchard Park Pavilion,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19769 - Orchard Park Pavilion
M19774 Spokane Tribe Casino Phase II Expansion,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19774 Spokane Tribe Casino Phase II Expansion
"M19777 - 35699 N. Cherokee Rd, Bayview, ID","R:\Construction\Jobs\M Jobs\2019 M Jobs\M19777 - 35699 N. Cherokee Rd, Bayview, ID"
"M19779 - 3225 E Lincoln, Spokane, WA 99217","R:\Construction\Jobs\M Jobs\2019 M Jobs\M19779 - 3225 E Lincoln, Spokane, WA 99217"
M19782 Rockwood at Whitworth Phase I,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19782 Rockwood at Whitworth Phase I
M19783 - 100 W Main Ave. Chewelah,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19783 - 100 W Main Ave. Chewelah
M19788 Spoko Fuel 14212 W Hwy 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19788 Spoko Fuel 14212 W Hwy 2
M19789 Hagadone Marine Center,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19789 Hagadone Marine Center
M19791 Alicel Concrete Grain Silo GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19791 Alicel Concrete Grain Silo GPR
M19794 411 E Pacific Avenue,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19794 411 E Pacific Avenue
M19795 South Gorge Trail Phase 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19795 South Gorge Trail Phase 2
M19796 Wellesley Ave Sidewalk permeable Concrete,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19796 Wellesley Ave Sidewalk permeable Concrete
M19797 City of Omak Eastside Park Lift Station,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19797 City of Omak Eastside Park Lift Station
M19798 Gerasimchuk Short Plat,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19798 Gerasimchuk Short Plat
"M19803 Hayden Hills, Lakeview Estates, Lot 12, Block 1","R:\Construction\Jobs\M Jobs\2019 M Jobs\M19803 Hayden Hills, Lakeview Estates, Lot 12, Block 1"
M19804 At Home - Union Gap,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19804 At Home - Union Gap
M19805 High Oaks Industrial Subdivision,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19805 High Oaks Industrial Subdivision
M19806 Euclid Rail Realignment,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19806 Euclid Rail Realignment
M19807 UIC System 2 Building,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19807 UIC System 2 Building
M19810 Manito Mirror Pond Restoration,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19810 Manito Mirror Pond Restoration
M19813 Auto Credit Sales,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19813 Auto Credit Sales
M19818 Sandpoint Junction Connector - Phase 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19818 Sandpoint Junction Connector - Phase 2
M19820 Hwy 97 Emergency Repair - Milepost 76.9,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19820 Hwy 97 Emergency Repair - Milepost 76.9
M19821 West Feeds Tank Foundation,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19821 West Feeds Tank Foundation
M19822 13926 S. Wellesley,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19822 13926 S. Wellesley
M19823 Change Point Housing - Colville,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19823 Change Point Housing - Colville
M19827 XO Building CRAN Installation - GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19827 XO Building CRAN Installation - GPR
M19830 KREM 2 Outdoor Studio,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19830 KREM 2 Outdoor Studio
M19832 N Dollar Road & E Utah Avenue,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19832 N Dollar Road & E Utah Avenue
M19833 1216 N. Woodruff,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19833 1216 N. Woodruff
M19837 7903 Banning Lane,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19837 7903 Banning Lane
M19840 City of Warden - Lift Station 4,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19840 City of Warden - Lift Station 4
M19841 Providence Infusion Pharmacy - GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19841 Providence Infusion Pharmacy - GPR
M19843 Aspen Creek 11310 E Sandstone,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19843 Aspen Creek 11310 E Sandstone
M19844 Lithia Subaru Ramp Repair,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19844 Lithia Subaru Ramp Repair
M19845 1670 Road A SE,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19845 1670 Road A SE
M19846 Avista Parking Garage GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19846 Avista Parking Garage GPR
M19852 Deer Park NPL 2019,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19852 Deer Park NPL 2019
M19855 3167 Pascal,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19855 3167 Pascal
M19856 3114 Pascal,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19856 3114 Pascal
M19857 Wilson Creek,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19857 Wilson Creek
M19861 310 Camelia Street,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19861 310 Camelia Street
M19862 Rock Island Reservoir,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19862 Rock Island Reservoir
M19863 Lincoln Building,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19863 Lincoln Building
M19864 Dover and West Charles Residence,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19864 Dover and West Charles Residence
M19865 South Landing Elevator GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19865 South Landing Elevator GPR
M19866 NSC Wellesley Water Line,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19866 NSC Wellesley Water Line
M19867  Lower Monumental Dam Containment Slab,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19867  Lower Monumental Dam Containment Slab
M19874 Knight's Diner,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19874 Knight's Diner
M19884 Novelis ACCD Building Expansion,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19884 Novelis ACCD Building Expansion
M19885 Spuds,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19885 Spuds
M19887 Jeat Addition,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19887 Jeat Addition
M19891 WTEF Conveyor Enclosure,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19891 WTEF Conveyor Enclosure
M19894 Colville Parking Lot 365 N. Oak,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19894 Colville Parking Lot 365 N. Oak
M19895 SPOKANE PUBLIC LIBRARY BOND PROJECTS,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19895 SPOKANE PUBLIC LIBRARY BOND PROJECTS
M19898 7823 N. Market Street,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19898 7823 N. Market Street
M19899 24311 E. Edgewater Dr,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19899 24311 E. Edgewater Dr
M19901 Leader Lake,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19901 Leader Lake
M19906 3807 E Olympic,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19906 3807 E Olympic
M19907 Fairchild Taxiway Repair P from D to G,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19907 Fairchild Taxiway Repair P from D to G
M19908 Burlingame Steel 2019 Inspections,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19908 Burlingame Steel 2019 Inspections
M19910 - Hot Start,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19910 - Hot Start
M19911 New Horizons Community Church,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19911 New Horizons Community Church
M19912 Rosalia Train Bridge,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19912 Rosalia Train Bridge
M19913 1503 E. Riverside Avenue Edge Construction Supply,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19913 1503 E. Riverside Avenue Edge Construction Supply
M19915 Ronald McDonald House - RH,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19915 Ronald McDonald House - RH
M19916 601 W Riverside (Bank of America),R:\Construction\Jobs\M Jobs\2019 M Jobs\M19916 601 W Riverside (Bank of America)
M19921 Spoko Fuels - Wellpinit,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19921 Spoko Fuels - Wellpinit
M19923 Wanapum Village Lagoon Decommissioning,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19923 Wanapum Village Lagoon Decommissioning
M19925 Natural Grocers,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19925 Natural Grocers
M19933 Spokane VA Hospital MRI Replacement,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19933 Spokane VA Hospital MRI Replacement
M19937 New Edge Networks GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19937 New Edge Networks GPR
M19938 Hendrick Hall - Whitworth University,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19938 Hendrick Hall - Whitworth University
M19939 High Oaks Duplex,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19939 High Oaks Duplex
M19941 4410 N. Market Street,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19941 4410 N. Market Street
"M19942 South Landing ROW, Lot C & Infiltration","R:\Construction\Jobs\M Jobs\2019 M Jobs\M19942 South Landing ROW, Lot C & Infiltration"
M19943 2414 W. Clarke Avenue,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19943 2414 W. Clarke Avenue
M19945 Trident Systems,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19945 Trident Systems
M19948 Watson Road Continued,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19948 Watson Road Continued
M19953 Spokane Baptist,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19953 Spokane Baptist
M19954 Wall Street Potholing,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19954 Wall Street Potholing
M19955 Avista Downtown Spokane Vault Decommissioning,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19955 Avista Downtown Spokane Vault Decommissioning
M19957 New Elementary School - Ellensburg,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19957 New Elementary School - Ellensburg
M19969 Deer Park City Hall,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19969 Deer Park City Hall
M19980 WSDOT Rural Railroad Thermite Welding,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19980 WSDOT Rural Railroad Thermite Welding
M19982 IIani Casino Resort - Parking Garage Precast Stairs (T1907431),R:\Construction\Jobs\M Jobs\2019 M Jobs\M19982 IIani Casino Resort - Parking Garage Precast Stairs (T1907431)
M19984 Mt Stuart Elementary School - Ellensburg,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19984 Mt Stuart Elementary School - Ellensburg
M19985 Polaris Data Center DH3 Phase 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19985 Polaris Data Center DH3 Phase 2
M19989 702 W. Walnut Ave,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19989 702 W. Walnut Ave
M19990 CenterPlace West Lawn,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19990 CenterPlace West Lawn
M19991 CHAS Maple Street Clinic GPR,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19991 CHAS Maple Street Clinic GPR
M19994 Chilco Water System Improvements,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19994 Chilco Water System Improvements
M19059A1 CVSD Ridgeline High School,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19059A1 CVSD Ridgeline High School - Early Site Package\M19059A1 CVSD Ridgeline High School
M-19059 CVSD Ridgeline High School - Early Site Package,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19059A1 CVSD Ridgeline High School - Early Site Package\Proposal\M-19059 CVSD Ridgeline High School - Early Site Package
M-19059,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19059A1 CVSD Ridgeline High School - Early Site Package\Proposal\M-19059 CVSD Ridgeline High School - Early Site Package\M-19059
Maps,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19061 Coeur d' Alene NPL 2019\Maps
Maps,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19062 North Spokane NPL 2019\Maps
Maps,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19063 Spokane Valley NPL 2019\Maps
M19143 Geotechnical,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19143 Morning Star Boys Ranch\M19143 Geotechnical
M19154A1  Aspen Park Phase II,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19154 Aspen Park Phase I\M19154A1  Aspen Park Phase II
M19184 Garfield and 12th Pre-Engineered Building Concrete Break Sheets,"R:\Construction\Jobs\M Jobs\2019 M Jobs\M19184 Garfield and 12th 39,600 Square Foot Pre-Engineered Building\CSR\M19184 Garfield and 12th Pre-Engineered Building Concrete Break Sheets"
M19271 Email,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19271 Metaline Waterfront Park & Boat Ramp Improvements\M19271 Email
M19288 WSDOT SR 271 to Plaza Rd (009377) AA01,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19287 WSDOT Columbia River to Boyds (009252) AA01\M19288 WSDOT SR 271 to Plaza Rd (009377) AA01
May,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19287 WSDOT Columbia River to Boyds (009252) AA01\M19288 WSDOT SR 271 to Plaza Rd (009377) AA01\Invoices\May
May,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19290 WSDOT Colbert Rd to Westwood Rd (009375) AC00\Invoices\May
May,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19325 WSDOT US 195 Thorpe Rd Intersection (009369) AC01\Invoices\May
Mileage Logs,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19436 FHWA PAVEMENT PRESERVATION LAKE ROOSEVELT\Mileage Logs
Marina area,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19436 FHWA PAVEMENT PRESERVATION LAKE ROOSEVELT\Photos\Photos\8 Kettle Falls\Marina area
M-19622 Vera Whole Health,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19622 Vera Whole Health\M-19622 Vera Whole Health
M-19623 Orchard Crest Memory Care - 222 Evergreen Road Building D,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19623 Orchard Crest Memory Care\M-19623 Orchard Crest Memory Care - 222 Evergreen Road Building D
M19795A2 South Gorge Trail Phase 2,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19795 South Gorge Trail Phase 2\M19795A2 South Gorge Trail Phase 2
M19798 Gersimchuck Short Plat,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19798 Gerasimchuk Short Plat\M19798 Gersimchuck Short Plat
M19980A1 WSDOT Rural Railroad Piles,R:\Construction\Jobs\M Jobs\2019 M Jobs\M19980 WSDOT Rural Railroad Thermite Welding\M19980A1 WSDOT Rural Railroad Piles
M-20215 Halfway Diner,R:\Construction\Jobs\M Jobs\2020 M Jobs\M-20215 Halfway Diner
M20002 S&S Petroleum,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20002 S&S Petroleum
M20003 Vivacity Health Clinic,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20003 Vivacity Health Clinic
M20007 Cheney ADM Manlift Upgrade,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20007 Cheney ADM Manlift Upgrade
M20008 Goodwin Fabrication 2020,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20008 Goodwin Fabrication 2020
M20009 Deer Park Middle School Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20009 Deer Park Middle School Addition
M20014 Airgas,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20014 Airgas
M20015 105 West 10th,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20015 105 West 10th
M20017 1028 W. 5th GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20017 1028 W. 5th GPR
M20019 Airport Drive Inbound Realignment,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20019 Airport Drive Inbound Realignment
M20020 Whitworth University New Facilities Site,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20020 Whitworth University New Facilities Site
M20022 Fruci Building Renovation,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20022 Fruci Building Renovation
M20023 SIA Rental Car Facilities Improvements,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20023 SIA Rental Car Facilities Improvements
M20024 12400 E Broadway Townhomes,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20024 12400 E Broadway Townhomes
M20025 Highland Middle School RH Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20025 Highland Middle School RH Testing
M20026 The Wall Project,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20026 The Wall Project
M20027 McGhie Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20027 McGhie Residence
M20028 Sprague Pavement Pilot Project - TIB,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20028 Sprague Pavement Pilot Project - TIB
M20029 25 W. Nora Berc Clip Seismic,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20029 25 W. Nora Berc Clip Seismic
M20030 Hagadone 2018 North Launch,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20030 Hagadone 2018 North Launch
M20031 5505 Broadway Building,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20031 5505 Broadway Building
M20032 Raja Market Expansion,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20032 Raja Market Expansion
M20033 USDA Indoor Grow Facility,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20033 USDA Indoor Grow Facility
M20034 Spokane Regional Sportsplex,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20034 Spokane Regional Sportsplex
M20036 Chilco Tract Lots 1-4,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20036 Chilco Tract Lots 1-4
M20037 Chilco Tract Lots 5-7,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20037 Chilco Tract Lots 5-7
M20040 Walking Horse,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20040 Walking Horse
M20041 NSC Rowan,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20041 NSC Rowan
M20042 Hayden Lake Lots Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20042 Hayden Lake Lots Materials Testing
M20048 Kingsley AFB,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20048 Kingsley AFB
M20050 Smith-Emery Welding Inspection,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20050 Smith-Emery Welding Inspection
M20051 CHAS Clinic,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20051 CHAS Clinic
M20055 Amazon Facility GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20055 Amazon Facility GPR
M20056 15808 E Sprague GPR,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20056 15808 E Sprague GPR
M20057 The Ugly Duck,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20057 The Ugly Duck
M20058 Pete's Lift Station,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20058 Pete's Lift Station
M20059 Central City Line STA,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20059 Central City Line STA
M20067 Wells Fargo Building Renovation  TI,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20067 Wells Fargo Building Renovation  TI
M20068 Building 14 Demolition Felts Field,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20068 Building 14 Demolition Felts Field
M20070 Fairchild AFB Sidewalks,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20070 Fairchild AFB Sidewalks
M20074 The Falls Building I,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20074 The Falls Building I
M20075 925 N Fancher,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20075 925 N Fancher
M20076 Few Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20076 Few Residence
M20082 Palubicki Residence,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20082 Palubicki Residence
M20083 Corridor Contractors Airway Heights Shop-Office,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20083 Corridor Contractors Airway Heights Shop-Office
M20086 UPS Packaging Center,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20086 UPS Packaging Center
M20087 Johnson Residence Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20087 Johnson Residence Materials Testing
M20091 Guitar Center,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20091 Guitar Center
M20092 Reiner Pool Materials Testing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20092 Reiner Pool Materials Testing
M20097 St. Luke Lutheran Church,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20097 St. Luke Lutheran Church
M201003 Spokane Gun Club,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201003 Spokane Gun Club
M201005 Addy Fire Station 1,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201005 Addy Fire Station 1
M201006 Edge Construction Supply - New Warehouse,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201006 Edge Construction Supply - New Warehouse
M201011 Ritzville Warehouse Rail Crossing,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201011 Ritzville Warehouse Rail Crossing
M201012 425 N Fancher,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201012 425 N Fancher
M201013 Moses Lake LDS Temple,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201013 Moses Lake LDS Temple
M201020 Nepple Electric - Bolting,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201020 Nepple Electric - Bolting
M201021 Kaffa Ethiopian Cafe,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201021 Kaffa Ethiopian Cafe
M201024 16518 E 26th Lane,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201024 16518 E 26th Lane
M20103 601 E. Riverside,R:\Construction\Jobs\M Jobs\2020 M Jobs\M20103 601 E. Riverside
M201030 Post Falls Readiness Center,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201030 Post Falls Readiness Center
M201033 Five Mile Heights 6th Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201033 Five Mile Heights 6th Addition
M201034 Evan's Addition to Five Mile Heights,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201034 Evan's Addition to Five Mile Heights
M201036 Woodridge 3rd Addition,R:\Construction\Jobs\M Jobs\2020 M Jobs\M201036 Woodridge 3rd Addition
